Timestamp,Root_P_x,Root_P_y,Root_P_z,Root_Q_x,Root_Q_y,Root_Q_z,Root_Q_w,LeftShoulder_P_x,LeftShoulder_P_y,LeftShoulder_P_z,LeftShoulder_Q_x,LeftShoulder_Q_y,LeftShoulder_Q_z,LeftShoulder_Q_w,LeftArm_P_x,LeftArm_P_y,LeftArm_P_z,LeftArm_Q_x,LeftArm_Q_y,LeftArm_Q_z,LeftArm_Q_w,LeftForeArm_P_x,LeftForeArm_P_y,LeftForeArm_P_z,LeftForeArm_Q_x,LeftForeArm_Q_y,LeftForeArm_Q_z,LeftForeArm_Q_w,LeftHand_P_x,LeftHand_P_y,LeftHand_P_z,LeftHand_Q_x,LeftHand_Q_y,LeftHand_Q_z,LeftHand_Q_w,Head_P_x,Head_P_y,Head_P_z,Head_Q_x,Head_Q_y,Head_Q_z,Head_Q_w,RightShoulder_P_x,RightShoulder_P_y,RightShoulder_P_z,RightShoulder_Q_x,RightShoulder_Q_y,RightShoulder_Q_z,RightShoulder_Q_w,RightArm_P_x,RightArm_P_y,RightArm_P_z,RightArm_Q_x,RightArm_Q_y,RightArm_Q_z,RightArm_Q_w,RightForeArm_P_x,RightForeArm_P_y,RightForeArm_P_z,RightForeArm_Q_x,RightForeArm_Q_y,RightForeArm_Q_z,RightForeArm_Q_w,RightHand_P_x,RightHand_P_y,RightHand_P_z,RightHand_Q_x,RightHand_Q_y,RightHand_Q_z,RightHand_Q_w
2250,0,0,0,6.66E-08,0,0,1,0.004183874,1.366294,0.4181621,-0.2985423,0.08180413,0.7458472,-0.5898249,-0.09162816,1.399826,0.3634875,0.3327369,0.5565879,-0.1914853,0.7367699,-0.2580298,1.219989,0.2928165,-0.21649,0.6679938,-0.2686414,0.6593545,-0.2759786,1.009697,0.4706674,-0.1239953,0.577687,-0.2991741,0.749265,0.09475277,1.528934,0.4824358,-0.05869548,-0.04462403,0.9971606,0.01531281,0.1358393,1.331811,0.4483498,-0.03143349,-0.1452878,0.6896222,0.708749,0.2474943,1.326408,0.4765915,0.02177336,-0.7512712,0.3535181,0.5569047,0.3562428,1.135387,0.6058573,-0.1926114,-0.724503,0.5264353,0.401077,0.3957626,1.032843,0.8590347,-0.2212275,-0.4130589,0.8722103,0.1403222
2260.01,0,0,0,6.66E-08,0,0,1,0.000529362,1.365611,0.4110888,-0.2954599,0.08362436,0.745995,-0.590933,-0.09542754,1.398772,0.356442,0.3332069,0.5555179,-0.204975,0.7337291,-0.2665318,1.221823,0.2898285,-0.2180226,0.6672276,-0.2827723,0.6536921,-0.2882668,1.016199,0.4726467,-0.1209761,0.5662377,-0.3123084,0.753129,0.09068052,1.528939,0.4744444,-0.06073336,-0.04345366,0.9970923,0.01518142,0.1323777,1.331862,0.4412632,-0.03257425,-0.1433503,0.6901532,0.7085749,0.2440681,1.326644,0.4693994,0.02310966,-0.7516425,0.348024,0.5598027,0.352287,1.133688,0.5962124,-0.1978479,-0.7213515,0.5257213,0.405124,0.3910729,1.031858,0.8497911,-0.2302352,-0.4091688,0.8707905,0.1459334
2269.989,0,0,0,6.66E-08,0,0,1,-0.003164083,1.364923,0.4038281,-0.2924273,0.08543433,0.7461588,-0.5919752,-0.09925905,1.397729,0.3492097,0.3312139,0.553443,-0.2206136,0.7316613,-0.2750674,1.223499,0.2878884,-0.2208649,0.6647153,-0.2982811,0.6483834,-0.3007841,1.023538,0.4763834,-0.1199227,0.5517347,-0.3270343,0.7577969,0.08653544,1.528961,0.4662359,-0.06280482,-0.04244189,0.9970112,0.01494451,0.1288854,1.331945,0.4339755,-0.03337692,-0.141159,0.6906469,0.7084962,0.2406342,1.326897,0.4619097,0.02791908,-0.7535952,0.335301,0.5647017,0.34793,1.129632,0.5827365,-0.2039692,-0.7180603,0.5248005,0.4091095,0.3855977,1.028626,0.8368129,-0.2399465,-0.4055278,0.868649,0.1530425
2279.999,0,0,0,6.66E-08,0,0,1,-0.00693075,1.364256,0.3962968,-0.289167,0.08747181,0.7462607,-0.5931498,-0.1031701,1.396659,0.3416925,0.3281214,0.5503734,-0.2364652,0.7304181,-0.283357,1.225085,0.2858372,-0.225419,0.6607419,-0.31519,0.6428548,-0.3129869,1.031972,0.4807871,-0.1216103,0.5234095,-0.3526468,0.7660902,0.08228086,1.52904,0.4577022,-0.06480705,-0.04169393,0.9969198,0.01461922,0.1253416,1.332112,0.4263671,-0.03434344,-0.139481,0.6908762,0.7085592,0.2371198,1.327151,0.4541998,0.03493641,-0.7558371,0.3171037,0.5717828,0.3430568,1.124056,0.5662481,-0.2102618,-0.7152257,0.523694,0.4122956,0.3792304,1.023849,0.8208572,-0.2483323,-0.4021705,0.8663177,0.1615074
2290.009,0,0,0,6.66E-08,0,0,1,-0.0107295,1.363629,0.3885005,-0.2859084,0.08959966,0.7463206,-0.5943351,-0.1071065,1.395621,0.3338964,0.3239757,0.5462337,-0.2525351,0.7299965,-0.2913778,1.226675,0.2836325,-0.2313523,0.6556304,-0.333344,0.6367945,-0.3248232,1.041557,0.4855948,-0.1246054,0.5007368,-0.3720392,0.771572,0.0779752,1.529169,0.4488699,-0.06663919,-0.04110784,0.9968296,0.01417117,0.1217694,1.332339,0.418474,-0.03460803,-0.1368765,0.6913934,0.7085497,0.2336429,1.327547,0.4459512,0.03760584,-0.754585,0.3098058,0.5772417,0.3393193,1.122218,0.5541055,-0.2162405,-0.7131199,0.5225775,0.4142624,0.373697,1.022773,0.8092618,-0.2543088,-0.3993626,0.8640555,0.171013
2300.018,0,0,0,6.66E-08,0,0,1,-0.01449966,1.363041,0.3805591,-0.2824926,0.09202264,0.746254,-0.5956802,-0.1110118,1.394563,0.3259199,0.3184816,0.5408306,-0.2690548,0.7305351,-0.2990989,1.228212,0.2814747,-0.2389231,0.6495016,-0.3524348,0.629963,-0.3359946,1.052286,0.490914,-0.1291415,0.4756473,-0.3933718,0.7761064,0.07367472,1.529355,0.4398576,-0.06836899,-0.04089437,0.9967285,0.01365426,0.1182359,1.332643,0.4104034,-0.03464616,-0.1342172,0.6919467,0.7085162,0.2302144,1.328029,0.4374798,0.04081711,-0.753136,0.302214,0.5829124,0.3357356,1.120459,0.5414258,-0.2219245,-0.7115737,0.5214747,0.4153033,0.3681127,1.021753,0.7971302,-0.2585039,-0.3974785,0.8615724,0.1813278
2309.998,0,0,0,6.66E-08,0,0,1,-0.01806269,1.362433,0.3727347,-0.279996,0.0927461,0.7472115,-0.5955465,-0.1146896,1.393961,0.3183021,0.3117138,0.5345221,-0.2855979,0.7318159,-0.3062574,1.230114,0.2798189,-0.24825,0.6421588,-0.3724136,0.6223443,-0.3461963,1.06469,0.4971109,-0.1358713,0.4488175,-0.4156582,0.7793142,0.0697419,1.52931,0.4311455,-0.07000037,-0.04101983,0.996619,0.01296934,0.1148876,1.332699,0.4022901,-0.02994634,-0.1370824,0.6880731,0.711946,0.2269032,1.326782,0.428957,0.04488914,-0.7518595,0.2940483,0.5884113,0.3323564,1.116906,0.5282385,-0.2277109,-0.7102212,0.5201805,0.4161081,0.362565,1.018892,0.7844741,-0.262361,-0.3969234,0.858257,0.1923892
2320.007,0,0,0,6.66E-08,0,0,1,-0.02161374,1.362099,0.3643517,-0.2767262,0.09564491,0.7470375,-0.5968333,-0.1183233,1.393147,0.3097904,0.3033139,0.5272074,-0.3022345,0.7339669,-0.3130104,1.231653,0.2775173,-0.2593988,0.6336614,-0.3926799,0.6139936,-0.3553663,1.077912,0.5027855,-0.1458898,0.4203481,-0.4385249,0.7808456,0.06581177,1.52961,0.4216395,-0.07148124,-0.04156549,0.9965031,0.01201901,0.1115502,1.33307,0.3936455,-0.03010744,-0.1348439,0.6885492,0.7119067,0.2236481,1.327307,0.4199982,0.04995113,-0.7509591,0.2851689,0.5935018,0.3290949,1.115053,0.5140952,-0.2340207,-0.7088019,0.5183884,0.4172625,0.3569319,1.01762,0.7708204,-0.267046,-0.3979172,0.8535972,0.2042562
2329.987,0,0,0,6.66E-08,0,0,1,-0.02560143,1.361821,0.3556497,-0.2739569,0.09862918,0.74681,-0.597909,-0.1223375,1.392439,0.3008927,0.2932772,0.519181,-0.3186205,0.7368318,-0.3197245,1.233079,0.2750496,-0.2724381,0.6236814,-0.4134769,0.6048442,-0.3639808,1.092421,0.5083576,-0.1604907,0.3904149,-0.4614216,0.7803265,0.06116462,1.530103,0.4119022,-0.07279275,-0.04225389,0.9963928,0.01083771,0.1077705,1.333716,0.3848985,-0.02998926,-0.1324495,0.689064,0.7118629,0.2199661,1.328114,0.410867,0.05633481,-0.7504081,0.2753695,0.5982354,0.3255408,1.113405,0.4990655,-0.2409842,-0.707248,0.5158746,0.419047,0.3507892,1.016363,0.756206,-0.2730573,-0.4004318,0.8473449,0.217028
2339.996,0,0,0,6.66E-08,0,0,1,-0.02967196,1.361648,0.3467343,-0.2712934,0.1017903,0.7464507,-0.5990413,-0.1264162,1.391808,0.2917378,0.2814579,0.5104845,-0.3346581,0.7403995,-0.326061,1.234327,0.2725863,-0.2869909,0.6125954,-0.4339186,0.5950447,-0.3715411,1.107725,0.513583,-0.1803988,0.3593966,-0.4836231,0.7774314,0.05636745,1.530725,0.4019586,-0.07377542,-0.04316607,0.9962952,0.009503863,0.1039054,1.334518,0.375966,-0.02997814,-0.1298738,0.6895111,0.7119051,0.2161993,1.329058,0.4015371,0.0635649,-0.7500032,0.2648984,0.6027304,0.3219403,1.111906,0.4833218,-0.248403,-0.7056505,0.5125349,0.4214995,0.3444326,1.014972,0.7407587,-0.280419,-0.4043095,0.839456,0.2306802
2350.006,0,0,0,6.66E-08,0,0,1,-0.03348141,1.361502,0.3380632,-0.2688094,0.1048573,0.7460028,-0.6001887,-0.1302293,1.391198,0.2828215,0.2679313,0.5017227,-0.3497976,0.7443984,-0.3315855,1.235212,0.2706098,-0.3031918,0.6002415,-0.454057,0.5844805,-0.3776219,1.123759,0.5188735,-0.2053667,0.3281543,-0.5044342,0.7718067,0.05197734,1.53115,0.3925667,-0.07435031,-0.04425324,0.9962165,0.008146004,0.1002385,1.335085,0.3672963,-0.02949557,-0.1271542,0.6898251,0.7121119,0.2126499,1.329719,0.3923663,0.07140978,-0.7493696,0.2539281,0.6073438,0.3185937,1.110204,0.4672934,-0.2559046,-0.7042169,0.5082942,0.4245337,0.3382313,1.012969,0.7248504,-0.2888947,-0.4093131,0.8300294,0.2450602
2360.016,0,0,0,6.66E-08,0,0,1,-0.03754305,1.361577,0.3288008,-0.2662048,0.1081209,0.7453888,-0.601532,-0.1342996,1.39074,0.2732911,0.2528408,0.4931165,-0.363851,0.7486792,-0.3368142,1.235861,0.2682553,-0.3210729,0.5867098,-0.4737598,0.5729191,-0.3826574,1.14066,0.5232282,-0.2342676,0.298078,-0.5234354,0.7630758,0.04717264,1.532005,0.3822873,-0.07437301,-0.04548967,0.9961696,0.006776746,0.09636915,1.336148,0.3580301,-0.02874603,-0.1241352,0.689997,0.7125086,0.2089138,1.330826,0.3825044,0.07930883,-0.7483401,0.2424473,0.6123045,0.3148922,1.109012,0.4502691,-0.2630208,-0.7032797,0.5030507,0.4279699,0.3316251,1.010888,0.7076939,-0.2978688,-0.4151618,0.8193806,0.2598667
2369.995,0,0,0,6.66E-08,0,0,1,-0.04149151,1.361754,0.3194756,-0.2638885,0.1112578,0.7447374,-0.6027862,-0.1382399,1.39041,0.2636884,0.2363215,0.485028,-0.3765663,0.7530596,-0.3413214,1.236212,0.2660764,-0.3404694,0.5721565,-0.4929349,0.5601195,-0.3861992,1.158326,0.5270283,-0.2660485,0.2703173,-0.5404451,0.751044,0.04253921,1.53292,0.3719431,-0.07393596,-0.04671441,0.9961533,0.005521685,0.09261024,1.337271,0.3486436,-0.0272857,-0.1209768,0.6899822,0.7131237,0.205312,1.331926,0.3723789,0.08736211,-0.7465948,0.230449,0.6179469,0.3112024,1.107903,0.432593,-0.2692704,-0.7031947,0.4967379,0.4315819,0.3250208,1.008131,0.6895571,-0.3060399,-0.4216811,0.8081938,0.2744964
2380.005,0,0,0,6.66E-08,0,0,1,-0.04535811,1.362055,0.309985,-0.2617888,0.1144299,0.7440854,-0.6039121,-0.1420714,1.390233,0.2538941,0.2171797,0.4763712,-0.3868413,0.7591166,-0.3446003,1.235608,0.2637968,-0.3611789,0.5567207,-0.511234,0.5461244,-0.3877235,1.175886,0.5297852,-0.3004279,0.245075,-0.5552794,0.7357626,0.03803731,1.533953,0.3613261,-0.07309137,-0.04793515,0.9961635,0.004313408,0.08895195,1.338517,0.3389716,-0.02532043,-0.1177232,0.68986,0.7138585,0.2018243,1.333109,0.3618671,0.09530876,-0.7441728,0.217913,0.6242098,0.307368,1.106959,0.4142299,-0.2743561,-0.7041939,0.4893501,0.4351744,0.3182712,1.004692,0.6703519,-0.3118653,-0.4289142,0.7972763,0.2883122
2389.984,0,0,0,6.66E-08,0,0,1,-0.0491034,1.362412,0.3004639,-0.2602149,0.1169469,0.7435584,-0.6047586,-0.145779,1.390219,0.2441237,0.1983213,0.4695584,-0.3967089,0.7634174,-0.3477276,1.235541,0.2619113,-0.3831403,0.5405117,-0.5281049,0.5311837,-0.3882604,1.194522,0.5318196,-0.337354,0.2220466,-0.5675829,0.7174521,0.03368503,1.534988,0.3507137,-0.07191932,-0.04926493,0.9961889,0.002933221,0.08541869,1.339769,0.3291788,-0.02252118,-0.1144116,0.6899225,0.7144299,0.1984855,1.33435,0.3510912,0.1035497,-0.7410715,0.2049002,0.6309571,0.3035556,1.10623,0.3952115,-0.2782676,-0.7063013,0.4808809,0.4387021,0.3115167,1.00062,0.6500823,-0.3147013,-0.4370402,0.7869006,0.3012424
2400.024,0,0,0,6.66E-08,0,0,1,-0.05291249,1.362807,0.2908301,-0.2588244,0.1190817,0.7431867,-0.605395,-0.1495554,1.390321,0.2342901,0.1787898,0.4637121,-0.4049511,0.7674766,-0.350341,1.235256,0.2600783,-0.406126,0.5181055,-0.5382364,0.5262415,-0.390541,1.210215,0.5319844,-0.3765424,0.2010887,-0.5767822,0.6964924,0.02917927,1.536082,0.3399912,-0.07049359,-0.05080128,0.9962173,0.001155449,0.08184282,1.341121,0.3191882,-0.01922567,-0.1113891,0.6902362,0.7147008,0.1951047,1.33577,0.3400861,0.1120595,-0.7376613,0.1915253,0.6376653,0.2995476,1.105882,0.3756965,-0.281302,-0.7093259,0.4711725,0.4424058,0.3044683,0.9961075,0.6288789,-0.3152843,-0.4462583,0.7764311,0.3140137
2410.004,0,0,0,6.66E-08,0,0,1,-0.0567227,1.363182,0.2812417,-0.2576583,0.1204474,0.7429791,-0.6058772,-0.1533701,1.390486,0.2246075,0.1590311,0.4593962,-0.4112935,0.7710398,-0.3523627,1.234657,0.2584352,-0.4301227,0.5006824,-0.5517081,0.5098336,-0.388753,1.228798,0.5319629,-0.417614,0.1822493,-0.5822893,0.6732929,0.02461374,1.53711,0.3294717,-0.06900477,-0.05286332,0.9962144,-0.000975266,0.07827121,1.342446,0.309172,-0.01533464,-0.1084658,0.6909366,0.7145677,0.1917377,1.337287,0.3289804,0.1211444,-0.7341099,0.1779821,0.6439949,0.2955492,1.105927,0.3558278,-0.283883,-0.7129509,0.4599342,0.4467355,0.2972459,0.9911817,0.6068389,-0.3149829,-0.4568202,0.7646602,0.3277138
2420.013,0,0,0,6.66E-08,0,0,1,-0.06055942,1.363539,0.2717019,-0.2562993,0.1214424,0.7428917,-0.6063618,-0.1572566,1.390652,0.2150609,0.1395717,0.4567131,-0.4159027,0.7739239,-0.3539234,1.233804,0.2568461,-0.4549572,0.4829822,-0.5631843,0.4925096,-0.3857392,1.247141,0.5306816,-0.4600946,0.1656175,-0.5837185,0.6481952,0.01998181,1.538107,0.3190393,-0.06758101,-0.0553488,0.9961718,-0.003346468,0.07470739,1.343785,0.2990169,-0.01144441,-0.1058739,0.69189,0.7141065,0.1883616,1.338906,0.3177934,0.130294,-0.7309777,0.1642762,0.6493909,0.2913411,1.106327,0.3358834,-0.2862502,-0.7169079,0.4470139,0.4519763,0.2895879,0.9858581,0.5841979,-0.3147271,-0.4690991,0.7504797,0.343036
2429.993,0,0,0,6.66E-08,0,0,1,-0.06436086,1.363842,0.262456,-0.2548228,0.1218669,0.7429464,-0.6068316,-0.1611626,1.3908,0.2059196,0.1206579,0.4557127,-0.4189864,0.7760273,-0.3550289,1.232755,0.2555451,-0.4802152,0.4653815,-0.5727701,0.4740762,-0.3815543,1.265141,0.5283518,-0.503267,0.1514155,-0.5811366,0.6213502,0.0153951,1.53899,0.309029,-0.06631169,-0.05841561,0.996071,-0.005772485,0.0712045,1.345049,0.2889571,-0.007478935,-0.1035998,0.6930498,0.7133678,0.1850323,1.340523,0.3067443,0.139782,-0.7282926,0.1506633,0.6537216,0.2871817,1.107065,0.316102,-0.2883375,-0.7210391,0.4325461,0.4581139,0.2818011,0.9802337,0.5611752,-0.3146868,-0.4834861,0.7332406,0.3599613
2440.002,0,0,0,6.66E-08,0,0,1,-0.06819862,1.364125,0.2531325,-0.2510259,0.1232063,0.7435823,-0.6073644,-0.1652098,1.390857,0.196849,0.1026624,0.4562338,-0.4209372,0.7772537,-0.3559564,1.231599,0.2540977,-0.5051389,0.4484532,-0.5807972,0.4543121,-0.3765635,1.282653,0.5245506,-0.546071,0.1400581,-0.5753309,0.5926085,0.01076379,1.539847,0.2989672,-0.0652917,-0.06175306,0.9959212,-0.008055552,0.06768557,1.346327,0.2786701,-0.00412877,-0.1018758,0.6942604,0.7124657,0.1816497,1.342179,0.2956582,0.1490926,-0.7266348,0.1370671,0.6564955,0.2827923,1.108097,0.296535,-0.2898856,-0.7252571,0.4168798,0.4649519,0.2737323,0.9744146,0.537829,-0.314626,-0.5001138,0.7126679,0.3781557
2449.982,0,0,0,6.66E-08,0,0,1,-0.07195401,1.364395,0.2440496,-0.2491687,0.1227521,0.7432925,-0.6085746,-0.1692109,1.390814,0.1880428,0.08561174,0.4579261,-0.4223095,0.7775789,-0.3566781,1.230508,0.2527199,-0.5288548,0.4327784,-0.5877358,0.4331077,-0.3708511,1.299574,0.5195625,-0.5873174,0.1319557,-0.5676328,0.5616404,0.006240614,1.540649,0.2892394,-0.06443143,-0.06524158,0.9957356,-0.01013825,0.06423842,1.347562,0.2685798,-0.002157289,-0.09996272,0.6965068,0.7105498,0.1783112,1.344132,0.2849885,0.1582078,-0.7259506,0.1237336,0.6577661,0.2783926,1.109706,0.2777266,-0.2906787,-0.7294636,0.4004931,0.4722222,0.2657416,0.9688839,0.5147606,-0.3141601,-0.518726,0.6887804,0.3972513
2460.022,0,0,0,6.66E-08,0,0,1,-0.07581548,1.364721,0.2347531,-0.2469348,0.1221588,0.7426641,-0.6103694,-0.1733886,1.390669,0.1790769,0.06967815,0.4603737,-0.4235423,0.7770543,-0.3575972,1.229633,0.250908,-0.550774,0.4186363,-0.5939712,0.4105972,-0.3649436,1.31583,0.513,-0.6260468,0.1273373,-0.5593994,0.5281318,0.001622409,1.54153,0.2792107,-0.06367455,-0.06837089,0.9955546,-0.01192814,0.0606768,1.348881,0.2582561,0.000434515,-0.09888022,0.6978128,0.7094223,0.1748418,1.34587,0.2740962,0.1664131,-0.7266644,0.1106288,0.6572877,0.2735984,1.111235,0.2593107,-0.2907914,-0.73348,0.3837818,0.4797493,0.257496,0.9632144,0.491704,-0.312613,-0.5387971,0.6619706,0.4168532
2470.001,0,0,0,6.66E-08,0,0,1,-0.07958461,1.365104,0.2255087,-0.2444745,0.1212502,0.7417812,-0.6126105,-0.1775373,1.390471,0.1702328,0.05480972,0.4631027,-0.4249406,0.7758594,-0.3586262,1.229097,0.2489094,-0.5707419,0.4059477,-0.5996624,0.3871249,-0.3588762,1.331404,0.5052473,-0.6616859,0.1262966,-0.5516309,0.4918585,-0.002822421,1.542423,0.2692359,-0.062865,-0.07114036,0.9953921,-0.01348432,0.05717801,1.350173,0.2480143,0.002782156,-0.09799555,0.6990448,0.708326,0.1714208,1.347561,0.2633566,0.1737555,-0.7284464,0.09814463,0.6553953,0.2687768,1.112871,0.24174,-0.2905398,-0.7370911,0.3670435,0.4874041,0.2493153,0.9578325,0.469249,-0.3090259,-0.5596192,0.6330148,0.4366027
2480.011,0,0,0,6.66E-08,0,0,1,-0.08327968,1.365532,0.2162551,-0.2415895,0.1203463,0.7406607,-0.6152832,-0.1816616,1.390193,0.1614236,0.04780446,0.464481,-0.4257164,0.7750729,-0.3612659,1.228788,0.2433737,-0.5889089,0.3944618,-0.6047278,0.3631681,-0.3542641,1.346092,0.4931068,-0.6940289,0.1286908,-0.5446913,0.4528514,-0.007145755,1.54336,0.259139,-0.06197212,-0.07331207,0.9952708,-0.01487409,0.05374342,1.351488,0.2377237,0.004988786,-0.09718174,0.7001268,0.7073569,0.1680554,1.349229,0.2525997,0.1798248,-0.7312855,0.08636215,0.6522477,0.2638496,1.114524,0.2249909,-0.2902057,-0.7402292,0.3505697,0.4949173,0.2410432,0.9528529,0.4475178,-0.3029092,-0.580105,0.6028609,0.4563812
2489.99,0,0,0,6.66E-08,0,0,1,-0.08679898,1.365986,0.2071053,-0.2386188,0.1192299,0.7394971,-0.6180528,-0.185632,1.38992,0.1527655,0.03457536,0.4671493,-0.4274118,0.7732369,-0.3624195,1.228698,0.2409607,-0.6056036,0.3839294,-0.6089127,0.3392166,-0.3480918,1.359814,0.483405,-0.7230862,0.1341025,-0.5382565,0.4116346,-0.01119831,1.544259,0.2491608,-0.06098452,-0.0749556,0.9951886,-0.01619799,0.05045317,1.352707,0.2275741,0.00740332,-0.09639054,0.7010381,0.7065406,0.1648346,1.350749,0.2419501,0.1850971,-0.7344109,0.07568937,0.6485758,0.2591982,1.116144,0.2090743,-0.2899265,-0.7429633,0.334487,0.5020626,0.2329938,0.9483016,0.426602,-0.2948742,-0.5988273,0.5722843,0.4763885
2500,0,0,0,6.66E-08,0,0,1,-0.09025486,1.366424,0.1980087,-0.2356869,0.1182183,0.7384088,-0.6206679,-0.1895136,1.389667,0.1441468,0.02186321,0.4696876,-0.4291537,0.7711955,-0.3635409,1.228839,0.2383483,-0.6210869,0.3742582,-0.6120224,0.3156112,-0.341855,1.372536,0.4729906,-0.7487785,0.1419757,-0.5318049,0.3692654,-0.01516712,1.545129,0.2392077,-0.05990737,-0.07577473,0.9951687,-0.0175597,0.04720554,1.353864,0.217511,0.009649111,-0.09550917,0.7018474,0.7058296,0.1616517,1.352177,0.2313981,0.189556,-0.737671,0.0662602,0.6446084,0.2547475,1.117741,0.1940094,-0.2897156,-0.7454052,0.3186178,0.5088405,0.2250331,0.9441103,0.4064838,-0.2862013,-0.6147048,0.5416873,0.4967917
2510.01,0,0,0,6.66E-08,0,0,1,-0.09363143,1.366827,0.1890438,-0.2331964,0.1171941,0.7374312,-0.6229612,-0.1932632,1.389468,0.1356159,0.009511837,0.470001,-0.427647,0.7720926,-0.3639365,1.227785,0.2343783,-0.6353694,0.3655492,-0.6140856,0.2925394,-0.334893,1.382783,0.4608911,-0.7709442,0.1517469,-0.5250008,0.3270972,-0.0190214,1.545929,0.2294106,-0.05879815,-0.07575437,0.9952102,-0.0189972,0.04401058,1.354908,0.2076461,0.01173394,-0.09469895,0.7026182,0.7051398,0.1585142,1.35348,0.2210815,0.1938677,-0.7404892,0.05849896,0.6408349,0.2508467,1.119394,0.1798127,-0.2894017,-0.7477789,0.302736,0.5151935,0.217483,0.9402154,0.3870757,-0.2779905,-0.6276611,0.5111168,0.5172259
2520.02,0,0,0,6.66E-08,0,0,1,-0.09693877,1.367171,0.1802311,-0.2310731,0.1185434,0.7341155,-0.6273972,-0.1968307,1.388459,0.126733,-0.002144895,0.4721157,-0.4290679,0.770067,-0.3648237,1.227353,0.2308865,-0.6483874,0.3580088,-0.6151544,0.2702014,-0.3284397,1.392302,0.4491618,-0.7897253,0.1628208,-0.51748,0.2864226,-0.02277572,1.546651,0.2197247,-0.05767564,-0.07470459,0.9953244,-0.02054628,0.04087254,1.355834,0.197922,0.0134806,-0.09408809,0.7032986,0.7045119,0.1554212,1.354638,0.2109911,0.198006,-0.7430604,0.05233235,0.6371157,0.2474614,1.121029,0.1664851,-0.2879732,-0.751989,0.2791459,0.523127,0.2085319,0.9338189,0.3655144,-0.2708239,-0.638633,0.4803521,0.5367169
2529.999,0,0,0,6.66E-08,0,0,1,-0.1002179,1.367446,0.1716578,-0.2291062,0.1173852,0.7333279,-0.6292546,-0.2004249,1.388259,0.1185635,-0.01290772,0.4742202,-0.4298671,0.7682207,-0.3657217,1.227585,0.2275857,-0.6602738,0.3518597,-0.6150885,0.2487965,-0.3219524,1.401076,0.4377316,-0.8055975,0.1745998,-0.5087726,0.2483522,-0.02646472,1.547276,0.2102907,-0.05660836,-0.07287556,0.9954873,-0.02213367,0.03774661,1.356628,0.1884565,0.01519369,-0.09324712,0.7039396,0.7039487,0.1523421,1.35565,0.2011267,0.2020899,-0.7452593,0.04791916,0.6336028,0.2446368,1.12265,0.1540371,-0.2859407,-0.7555804,0.2642342,0.5267988,0.2022137,0.9303223,0.3473928,-0.2624297,-0.6543179,0.4329285,0.561758
2539.978,0,0,0,6.66E-08,0,0,1,-0.1031835,1.367718,0.1633247,-0.2270943,0.1157353,0.7326353,-0.6310937,-0.2037416,1.388086,0.1107235,-0.02261248,0.4764195,-0.430062,0.7665248,-0.3663702,1.227673,0.2240578,-0.6712874,0.3470695,-0.6139323,0.2280429,-0.315045,1.408475,0.426178,-0.819028,0.1865589,-0.4987333,0.2136699,-0.02967189,1.54783,0.200942,-0.05558291,-0.070271,0.9956952,-0.02375235,0.03493729,1.357267,0.1790365,0.01293043,-0.09097844,0.7067082,0.7015125,0.1495298,1.357175,0.1917711,0.2058278,-0.7473136,0.04506139,0.6301802,0.2424588,1.124817,0.142794,-0.283081,-0.7596911,0.25048,0.5291454,0.196911,0.9276837,0.3305166,-0.2582917,-0.665651,0.4003767,0.5743632
2549.988,0,0,0,6.66E-08,0,0,1,-0.1060598,1.367968,0.155246,-0.2250139,0.1134304,0.7321271,-0.6328449,-0.2070147,1.387947,0.1032595,-0.03061002,0.4791737,-0.4293858,0.7649077,-0.3670388,1.227455,0.2201338,-0.681549,0.3439654,-0.6114046,0.20824,-0.3079137,1.41421,0.4145637,-0.8303432,0.1982887,-0.487711,0.1826199,-0.03272199,1.548329,0.1917866,-0.05459036,-0.06739942,0.9959087,-0.02537387,0.03221384,1.35782,0.1697675,0.01072462,-0.08791181,0.7093167,0.6993045,0.1468133,1.358568,0.1824175,0.2094346,-0.7489783,0.04362626,0.6271093,0.2407652,1.126909,0.1320993,-0.2797513,-0.7640038,0.2380019,0.5304652,0.1924763,0.9253765,0.3143871,-0.2549239,-0.6779703,0.3683496,0.5828289
2559.967,0,0,0,6.66E-08,0,0,1,-0.1086678,1.368175,0.147474,-0.2226182,0.110965,0.7317801,-0.6345286,-0.2100453,1.387789,0.09617569,-0.03695096,0.482444,-0.4281416,0.7632678,-0.3676147,1.226972,0.2159027,-0.690955,0.3426441,-0.6077136,0.1893704,-0.3004535,1.418369,0.4030728,-0.8397401,0.2095187,-0.4763559,0.1549971,-0.03549409,1.548805,0.1828502,-0.05376671,-0.06411847,0.9961335,-0.02677397,0.0297567,1.358352,0.1607266,0.008585056,-0.08513203,0.7119906,0.6969568,0.1443531,1.359967,0.1733241,0.2126501,-0.7505637,0.04295916,0.6241708,0.2394274,1.128971,0.122076,-0.2762997,-0.7683196,0.2267216,0.5309817,0.1886975,0.923485,0.2992148,-0.2517712,-0.6910679,0.3387776,0.5867426
